this line is not a valid log record at all
49.36.184.82 - - [04/Aug/2026:19:26:02 +0530] "GET /products HTTP/1.1" 200 45480 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.153.230 - - [04/Aug/2026:19:26:44 +0530] "GET /static/img/hero.png HTTP/1.1" 304 0 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.151.122 - - [04/Aug/2026:19:27:19 +0530] "POST /api/v1/items HTTP/1.1" 201 266 "-" "python-requests/2.31.0"
49.36.155.159 - - [04/Aug/2026:19:27:42 +0530] "GET / HTTP/1.1" 200 15202 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.52.114 - - [04/Aug/2026:19:28:19 +0530] "GET /static/js/app.js HTTP/1.1" 200 44217 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.69.123 - - [04/Aug/2026:19:29:16 +0530] "POST /api/v1/items HTTP/1.1" 201 64 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.95.151 - - [04/Aug/2026:19:29:40 +0530] "GET /static/js/app.js HTTP/1.1" 200 38705 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.19.58 - - [04/Aug/2026:19:30:26 +0530] "GET /about HTTP/1.1" 200 32043 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.214.13 - - [04/Aug/2026:19:30:57 +0530] "GET /static/js/app.js HTTP/1.1" 304 0 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.158.76 - - [04/Aug/2026:19:31:39 +0530] "GET /about HTTP/1.1" 200 28929 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.36.37 - - [04/Aug/2026:19:32:26 +0530] "GET /contact HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
185.220.101.44 - - [04/Aug/2026:19:33:00 +0530] "GET /admin/panel52 HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.143.119 - - [04/Aug/2026:19:33:34 +0530] "GET /favicon.ico HTTP/1.1" 200 45140 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.127.169 - - [04/Aug/2026:19:34:12 +0530] "GET /blog/python-tips HTTP/1.1" 200 3583 "https://www.google.com/" "python-requests/2.31.0"
49.36.70.232 - - [04/Aug/2026:19:34:54 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 40998 "-" "python-requests/2.31.0"
49.36.137.191 - - [04/Aug/2026:19:35:39 +0530] "GET / HTTP/1.1" 200 7961 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.228.234 - - [04/Aug/2026:19:36:12 +0530] "GET /favicon.ico HTTP/1.1" 200 13892 "-" "python-requests/2.31.0"
49.36.149.248 - - [04/Aug/2026:19:36:44 +0530] "GET /products HTTP/1.1" 200 39257 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.105.29 - - [04/Aug/2026:19:37:17 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 14689 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.110.194 - - [04/Aug/2026:19:38:00 +0530] "POST /api/v1/items HTTP/1.1" 201 65 "-" "python-requests/2.31.0"
49.36.36.37 - - [04/Aug/2026:19:38:36 +0530] "GET /static/img/hero.png HTTP/1.1" 200 6617 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.95.151 - - [04/Aug/2026:19:39:28 +0530] "GET /about HTTP/1.1" 200 19287 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.158.76 - - [04/Aug/2026:19:39:59 +0530] "GET /api/v1/items HTTP/1.1" 200 7879 "https://www.google.com/" "python-requests/2.31.0"
49.36.68.243 - - [04/Aug/2026:19:40:48 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 44153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.170.91 - - [04/Aug/2026:19:41:18 +0530] "GET / HTTP/1.1" 304 0 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.26.141 - - [04/Aug/2026:19:41:48 +0530] "GET /index.html HTTP/1.1" 200 39098 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.140.165 - - [04/Aug/2026:19:42:32 +0530] "GET /static/css/main.css HTTP/1.1" 200 35049 "https://www.google.com/" "python-requests/2.31.0"
49.36.54.182 - - [04/Aug/2026:19:43:17 +0530] "GET / HTTP/1.1" 200 499 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.85.44 - - [04/Aug/2026:19:43:44 +0530] "GET /products/42 HTTP/1.1" 200 42401 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.70.232 - - [04/Aug/2026:19:44:29 +0530] "GET / HTTP/1.1" 200 29076 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.224.149 - - [04/Aug/2026:19:45:10 +0530] "GET /index.html HTTP/1.1" 200 3524 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.236.152 - - [04/Aug/2026:19:45:44 +0530] "GET /favicon.ico HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.127.38 - - [04/Aug/2026:19:46:23 +0530] "GET /static/css/main.css HTTP/1.1" 200 15439 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.10.205 - - [04/Aug/2026:19:46:56 +0530] "GET /static/css/main.css HTTP/1.1" 200 3555 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.95.151 - - [04/Aug/2026:19:47:43 +0530] "GET /products HTTP/1.1" 200 2571 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.159.79 - - [04/Aug/2026:19:48:24 +0530] "GET / HTTP/1.1" 200 23205 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.19.58 - - [04/Aug/2026:19:48:58 +0530] "POST /api/v1/items HTTP/1.1" 201 660 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.84.19 - - [04/Aug/2026:19:49:39 +0530] "GET /favicon.ico HTTP/1.1" 200 46421 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.19.58 - - [04/Aug/2026:19:50:09 +0530] "GET /static/css/main.css HTTP/1.1" 200 38670 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
103.21.58.9 - - [04/Aug/2026:19:50:47 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.118.127 - - [04/Aug/2026:19:51:37 +0530] "GET /contact HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.84.19 - - [04/Aug/2026:19:52:10 +0530] "GET /about HTTP/1.1" 200 28726 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.69.123 - - [04/Aug/2026:19:52:45 +0530] "GET /products HTTP/1.1" 200 11437 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.110.194 - - [04/Aug/2026:19:53:27 +0530] "GET /static/img/hero.png HTTP/1.1" 304 0 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.85.44 - - [04/Aug/2026:19:53:57 +0530] "GET /static/css/main.css HTTP/1.1" 200 40197 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.48.116 - - [04/Aug/2026:19:54:35 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 16731 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.155.159 - - [04/Aug/2026:19:55:28 +0530] "GET /api/v1/items HTTP/1.1" 404 0 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.7.168 - - [04/Aug/2026:19:56:09 +0530] "GET /blog/python-tips HTTP/1.1" 200 3952 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.108.114 - - [04/Aug/2026:19:56:37 +0530] "POST /api/v1/items HTTP/1.1" 200 373 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.158.76 - - [04/Aug/2026:19:57:22 +0530] "GET /favicon.ico HTTP/1.1" 200 20043 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.19.58 - - [04/Aug/2026:19:58:05 +0530] "GET /api/v1/items HTTP/1.1" 200 19505 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.54.182 - - [04/Aug/2026:19:58:44 +0530] "POST /api/v1/items HTTP/1.1" 400 503 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.31.70 - - [04/Aug/2026:19:59:10 +0530] "GET /favicon.ico HTTP/1.1" 200 10838 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.70.232 - - [04/Aug/2026:19:59:47 +0530] "GET /static/js/app.js HTTP/1.1" 200 36720 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.170.91 - - [04/Aug/2026:20:00:34 +0530] "GET /static/img/hero.png HTTP/1.1" 200 20307 "https://www.google.com/" "python-requests/2.31.0"
49.36.31.70 - - [04/Aug/2026:20:01:12 +0530] "POST /api/v1/items HTTP/1.1" 201 665 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.242.185 - - [04/Aug/2026:20:01:42 +0530] "GET /index.html HTTP/1.1" 200 46089 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.4.64 - - [04/Aug/2026:20:02:55 +0530] "GET /about HTTP/1.1" 200 44429 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.110.16 - - [04/Aug/2026:20:03:39 +0530] "GET /static/js/app.js HTTP/1.1" 200 39188 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.82.135 - - [04/Aug/2026:20:04:28 +0530] "POST /api/v1/items HTTP/1.1" 201 490 "-" "python-requests/2.31.0"
49.36.196.127 - - [04/Aug/2026:20:04:49 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 25312 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
103.21.58.9 - - [04/Aug/2026:20:05:31 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
103.21.58.9 - - [04/Aug/2026:20:06:10 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.52.114 - - [04/Aug/2026:20:07:00 +0530] "GET /contact HTTP/1.1" 200 620 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.95.151 - - [04/Aug/2026:20:07:33 +0530] "POST /api/v1/items HTTP/1.1" 201 370 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.236.152 - - [04/Aug/2026:20:08:20 +0530] "POST /api/v1/items HTTP/1.1" 201 527 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.231.9 - - [04/Aug/2026:20:08:40 +0530] "GET /index.html HTTP/1.1" 200 29643 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.236.152 - - [04/Aug/2026:20:09:34 +0530] "GET /favicon.ico HTTP/1.1" 200 12693 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.110.194 - - [04/Aug/2026:20:10:12 +0530] "GET /static/img/hero.png HTTP/1.1" 200 35009 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.48.116 - - [04/Aug/2026:20:10:36 +0530] "GET /static/js/app.js HTTP/1.1" 200 39875 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
103.21.58.9 - - [04/Aug/2026:20:11:28 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
185.220.101.44 - - [04/Aug/2026:20:12:04 +0530] "GET /.env HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.128.156 - - [04/Aug/2026:20:12:44 +0530] "GET /products HTTP/1.1" 200 4318 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.151.122 - - [04/Aug/2026:20:13:20 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 21560 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.196.127 - - [04/Aug/2026:20:13:47 +0530] "POST /api/v1/items HTTP/1.1" 500 321 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.155.71 - - [04/Aug/2026:20:14:30 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 21157 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.4.64 - - [04/Aug/2026:20:15:13 +0530] "GET /blog/python-tips HTTP/1.1" 200 5165 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.110.194 - - [04/Aug/2026:20:15:56 +0530] "GET /favicon.ico HTTP/1.1" 200 30921 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.149.248 - - [04/Aug/2026:20:16:36 +0530] "GET /blog/python-tips HTTP/1.1" 200 12196 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.137.191 - - [04/Aug/2026:20:17:02 +0530] "POST /api/v1/items HTTP/1.1" 200 209 "-" "python-requests/2.31.0"
49.36.68.243 - - [04/Aug/2026:20:17:40 +0530] "GET /products HTTP/1.1" 200 47157 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.231.9 - - [04/Aug/2026:20:18:34 +0530] "GET /about HTTP/1.1" 200 29065 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.127.169 - - [04/Aug/2026:20:19:03 +0530] "POST /api/v1/items HTTP/1.1" 201 545 "-" "python-requests/2.31.0"
49.36.214.13 - - [04/Aug/2026:20:19:50 +0530] "GET /about HTTP/1.1" 200 35231 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.118.127 - - [04/Aug/2026:20:20:09 +0530] "GET /products/42 HTTP/1.1" 200 36272 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.7.168 - - [04/Aug/2026:20:20:57 +0530] "GET /about HTTP/1.1" 304 0 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.4.64 - - [04/Aug/2026:20:21:45 +0530] "GET /contact HTTP/1.1" 200 14284 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.68.243 - - [04/Aug/2026:20:22:07 +0530] "GET /index.html HTTP/1.1" 200 13727 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.158.76 - - [04/Aug/2026:20:22:44 +0530] "GET /about HTTP/1.1" 200 22936 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.151.151 - - [04/Aug/2026:20:23:22 +0530] "GET /products HTTP/1.1" 200 30274 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.220.101.44 - - [04/Aug/2026:20:24:15 +0530] "GET /backup.sql HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.63.132 - - [04/Aug/2026:20:24:52 +0530] "GET /api/v1/items HTTP/1.1" 200 47966 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.128.156 - - [04/Aug/2026:20:25:35 +0530] "GET /contact HTTP/1.1" 200 1418 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.68.243 - - [04/Aug/2026:20:26:15 +0530] "GET /products HTTP/1.1" 304 0 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.158.76 - - [04/Aug/2026:20:26:49 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 10710 "https://www.google.com/" "python-requests/2.31.0"
49.36.244.174 - - [04/Aug/2026:20:27:27 +0530] "GET /products/42 HTTP/1.1" 200 2073 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.160.79 - - [04/Aug/2026:20:27:53 +0530] "POST /api/v1/items HTTP/1.1" 201 324 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.220.101.44 - - [04/Aug/2026:20:28:40 +0530] "GET /admin/panel49 HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.84.19 - - [04/Aug/2026:20:29:08 +0530] "GET /about HTTP/1.1" 200 3914 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.240.65 - - [04/Aug/2026:20:29:46 +0530] "POST /api/v1/items HTTP/1.1" 201 292 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.95.151 - - [04/Aug/2026:20:30:28 +0530] "GET /index.html HTTP/1.1" 200 1609 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.157.15 - - [04/Aug/2026:20:31:22 +0530] "GET /about HTTP/1.1" 404 0 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.63.132 - - [04/Aug/2026:20:31:49 +0530] "GET /products HTTP/1.1" 200 47836 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.142.196 - - [04/Aug/2026:20:32:24 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 17679 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.220.101.44 - - [04/Aug/2026:20:33:05 +0530] "GET /admin/panel46 HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.57.73 - - [04/Aug/2026:20:33:47 +0530] "GET /favicon.ico HTTP/1.1" 200 9662 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.155.71 - - [04/Aug/2026:20:34:20 +0530] "GET /about HTTP/1.1" 200 14050 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.149.248 - - [04/Aug/2026:20:35:09 +0530] "GET /static/img/hero.png HTTP/1.1" 304 0 "-" "python-requests/2.31.0"
49.36.68.243 - - [04/Aug/2026:20:35:44 +0530] "GET /api/v1/items/7 HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.57.73 - - [04/Aug/2026:20:36:09 +0530] "GET /static/img/hero.png HTTP/1.1" 200 39108 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.4.64 - - [04/Aug/2026:20:36:50 +0530] "GET /static/js/app.js HTTP/1.1" 200 18854 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.127.38 - - [04/Aug/2026:20:37:28 +0530] "GET / HTTP/1.1" 200 6022 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.120.219 - - [04/Aug/2026:20:38:20 +0530] "GET /static/js/app.js HTTP/1.1" 200 36743 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.157.15 - - [04/Aug/2026:20:38:47 +0530] "POST /api/v1/items HTTP/1.1" 201 515 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.70.232 - - [04/Aug/2026:20:39:23 +0530] "GET /static/img/hero.png HTTP/1.1" 200 20151 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
103.21.58.9 - - [04/Aug/2026:20:40:01 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
185.220.101.44 - - [04/Aug/2026:20:40:46 +0530] "GET /wp-login.php HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.63.132 - - [04/Aug/2026:20:41:36 +0530] "GET /api/v1/items HTTP/1.1" 200 29544 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.48.116 - - [04/Aug/2026:20:42:14 +0530] "GET /favicon.ico HTTP/1.1" 200 37563 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.142.196 - - [04/Aug/2026:20:42:48 +0530] "GET /index.html HTTP/1.1" 200 43324 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.54.182 - - [04/Aug/2026:20:43:27 +0530] "GET /favicon.ico HTTP/1.1" 200 45662 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.142.196 - - [04/Aug/2026:20:44:07 +0530] "GET /index.html HTTP/1.1" 200 33183 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.70.232 - - [04/Aug/2026:20:44:39 +0530] "GET /static/css/main.css HTTP/1.1" 200 5652 "-" "python-requests/2.31.0"
49.36.63.132 - - [04/Aug/2026:20:45:24 +0530] "GET /blog/python-tips HTTP/1.1" 200 29887 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.100.122 - - [04/Aug/2026:20:45:45 +0530] "GET /products HTTP/1.1" 200 6008 "https://www.google.com/" "python-requests/2.31.0"
49.36.19.58 - - [04/Aug/2026:20:46:39 +0530] "GET /favicon.ico HTTP/1.1" 200 19698 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.36.37 - - [04/Aug/2026:20:47:52 +0530] "GET /products HTTP/1.1" 200 44466 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.184.82 - - [04/Aug/2026:20:48:34 +0530] "GET / HTTP/1.1" 200 41447 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.95.151 - - [04/Aug/2026:20:49:12 +0530] "POST /api/v1/items HTTP/1.1" 200 813 "-" "python-requests/2.31.0"
49.36.224.149 - - [04/Aug/2026:20:49:38 +0530] "GET /products HTTP/1.1" 200 11969 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.149.248 - - [04/Aug/2026:20:50:32 +0530] "GET /index.html HTTP/1.1" 200 38890 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.36.37 - - [04/Aug/2026:20:51:04 +0530] "GET /about HTTP/1.1" 200 6984 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.105.29 - - [04/Aug/2026:20:51:41 +0530] "GET /static/img/hero.png HTTP/1.1" 200 32180 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.85.44 - - [04/Aug/2026:20:52:26 +0530] "GET /index.html HTTP/1.1" 200 41352 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.120.219 - - [04/Aug/2026:20:52:58 +0530] "GET / HTTP/1.1" 200 42550 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.224.149 - - [04/Aug/2026:20:53:35 +0530] "GET /products/42 HTTP/1.1" 200 25489 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.236.152 - - [04/Aug/2026:20:54:20 +0530] "GET /favicon.ico HTTP/1.1" 200 35798 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.118.127 - - [04/Aug/2026:20:54:59 +0530] "GET /products HTTP/1.1" 200 20505 "-" "python-requests/2.31.0"
49.36.137.191 - - [04/Aug/2026:20:55:36 +0530] "GET /static/css/main.css HTTP/1.1" 200 44443 "-" "python-requests/2.31.0"
49.36.52.114 - - [04/Aug/2026:20:56:17 +0530] "GET /products/42 HTTP/1.1" 200 31855 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.159.79 - - [04/Aug/2026:20:56:52 +0530] "POST /api/v1/items HTTP/1.1" 201 247 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.137.191 - - [04/Aug/2026:20:57:29 +0530] "GET /blog/python-tips HTTP/1.1" 200 1732 "-" "python-requests/2.31.0"
49.36.105.29 - - [04/Aug/2026:20:58:14 +0530] "GET /products HTTP/1.1" 200 30551 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.151.122 - - [04/Aug/2026:20:58:51 +0530] "GET /about HTTP/1.1" 200 4895 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.242.185 - - [04/Aug/2026:20:59:25 +0530] "GET /api/v1/items HTTP/1.1" 200 32651 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.196.127 - - [04/Aug/2026:21:00:00 +0530] "GET /products HTTP/1.1" 200 45247 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.138.9 - - [04/Aug/2026:21:00:32 +0530] "GET /products HTTP/1.1" 200 19764 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
